Timestamp,Loop_closures,
1592345923.942707,0
1592345928.949230,0
1592345933.942709,0
1592345938.956983,1
1592345943.944180,1
1592345948.943955,1
1592345953.956290,1
1592345958.940712,1
1592345963.955825,1
1592345968.954597,1
1592345973.954947,1
1592345978.953432,1
1592345983.949564,1
1592345988.941838,1
1592345993.954949,1
1592345998.953419,1
1592346003.945080,1
1592346008.945795,1
1592346013.946270,1
1592346018.951267,1
1592346023.945198,1
1592346028.962275,1
1592346033.948550,1
1592346033.990814,1
1592346038.952337,1
1592346038.990945,1
1592346043.953402,1
1592346043.983943,1
1592346048.939155,1
1592346048.978445,1
1592346053.954017,1
1592346053.984434,1
1592346058.945083,1
1592346058.978028,1
1592346063.949013,1
1592346063.986360,1
1592346068.947198,1
1592346068.984104,1
1592346073.948155,1
1592346073.989299,1
1592346078.946237,1
1592346078.977812,1
1592346083.950053,1
1592346083.987981,1
1592346088.943803,1
1592346093.939549,1
1592346098.963858,1
1592346103.940435,1
1592346108.944047,1
1592346113.946879,1
1592346118.937680,1
1592346123.948034,1
1592346128.949397,1
1592346133.952828,1
1592346138.942488,2
1592346143.947398,7
1592346148.946891,12
1592346153.949984,16
1592346158.940912,20
1592346163.939605,23
1592346168.949297,24
1592346173.959999,24
1592346173.985081,24
1592346178.938660,25
1592346178.974803,25
1592346183.940467,27
1592346183.971752,27
1592346188.941141,28
1592346188.989605,28
1592346193.974131,28
1592346194.012084,28
1592346198.987094,28
1592346199.041593,28
1592346203.961032,28
1592346204.006217,28
1592346209.006559,28
1592346209.078874,28
1592346213.952354,28
1592346213.995793,28
1592346218.942423,28
1592346218.975888,28
1592346223.946641,28
1592346223.982137,28
1592346228.953046,28
1592346233.960050,28
1592346238.969199,28
1592346243.960754,28
1592346248.949284,28
1592346253.948822,28
1592346258.957272,28
1592346263.972394,28
1592346268.945808,28
1592346273.960122,28
1592346278.955394,28
